poem_id,poet,movement,collection,poem_title,pub_place,pub_date,pub_year,comp_date_from,comp_date_to,comp_year,n_lines,n_stanzas,n_words,mean_surprisal,mean_entropy,s2_mean,uid_sigma,tension,peak_pos,ac1,ttr,person,has_addressee,emotional_valence,emotional_intensity,dominant_theme,imagery_density,tone,temporal_frame,setting,closure,text,george_normalized_text
M_rike_0143,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Zum zehnten Dezember,München,1967,1967.0,1841,1841,1841.0,20,5,94,12.0013,6.1457,5.8556,7.3461,-1.3319,0.2447,0.1412,0.8936,,,6.0,3.0,self,4.0,lyric,present,abstract,4.0,"»Sie ist mündig!« Sagt mir, Leute,
Wie versteh ich dieses Wort?
Ach ein Kind war sie bis heute,
Bleibt sie das nicht immerfort?

Hingen denn vor einem Jahre
Um dies Morgenangesicht
Kindlicher die blonden Haare
Und in goldenerem Licht?

Zögen heut zu diesem Herzen,
Fromm geartet, hold und rein,
Andre Freuden, andre Schmerzen,
Ganz ein neues Wesen ein?

Und zu glänzen allerorten,
Würde sie der großen Welt,
An Gebärde, Sitt und Worten
Ihren Schwestern gleichgestellt?

Nein! ein Engel dieser Erden
Ohne Wandel bleibet sie.
Eine Fürstin kann sie werden,
Eine Dame wird sie nie!",
M_rike_0144,Mörike,Biedermeier,Gedichte (Ausgabe 1867),An Pauline,München,1967,1967.0,1841,1841,1841.0,18,1,103,10.5672,7.1193,3.4479,5.8853,-1.7823,0.9515,0.1052,0.8835,,,5.0,2.0,love,3.0,meditative,timeless,abstract,4.0,"Die Neune, die zu ewgen Tänzen
Sich schwesterlich die Stirne kränzen,
Sie sollen, heißt's, im Dämmerscheine
Der dichterischen Wunderhaine
Gar manches Mal dir gern begegnen
Und dich mit ihren Gaben segnen;
Nur daß du, was sie dir vertrauten,
Mit keiner Silbe läßt verlauten.
– Ob etwa sie, wie sie wohl pflegen,
Dir dieses Schweigen auferlegen?
Ich weiß, ein solcher Schatz, verschlossen,
Wird doppelt wonnig erst genossen,
Unendlich scheint er sich zu füllen,
Indem wir ihn der Welt verhüllen.
Drum, was die Freunde sagen möchten,
Es ziemt sich kaum mit dir zu rechten;
Wünscht mancher doch ein gleiches Glück
Unmutig oft sich selbst zurück!",
M_rike_0145,Mörike,Biedermeier,Gedichte (Ausgabe 1867),"An Marie Mörike, geb. Seyffer",München,1967,1967.0,1841,1841,1841.0,12,3,56,11.5871,6.1121,5.4749,6.6467,-0.4202,0.2321,0.054,0.875,,,6.0,3.0,self,4.0,lyric,timeless,interior,4.0,"Deines Tages reiche Fülle
Ganz empfindest du sie erst,
Wenn du in der nächtgen Stille
Einsam dich zur Muse kehrst,

Die zu vollen Himmelstönen
Deine Lippen hat geweiht,
Jede Freude zu verschönen
Und zu klagen jedes Leid.

Doch wie du den Freund entzücket,
Perlend in der Töne Licht,
Himmlischer fürwahr beglücket
Dich die Muse selber nicht.",
M_rike_0146,Mörike,Biedermeier,Gedichte (Ausgabe 1867),An Clärchen,München,1967,1967.0,1845,1845,1845.0,24,6,146,10.4868,6.4597,4.0271,6.2329,-0.2335,0.5,0.1893,0.8425,,,3.0,4.0,love,4.0,dramatic,present,abstract,4.0,"Die Freundin immer neu zu schmücken,
Ich seh es wohl, ist deine Lust;
Darfst du ins Haar den Kranz ihr drücken,
Des eignen bist du kaum bewußt.

Und deinen Augen zu gefallen
Erlaubt sie gern das müßge Spiel.
Ach täglich mehr gefällt sie allen,
Die allen schon zu sehr gefiel!

Du machst sie, wie dir's auch gelungen,
Kaum lieblicher als je sie war,
Doch jede dieser Neuerungen
Bringt neue Sorge und Gefahr.

Heut ringeltest du Kinderlocken
Wie schön um Hals und Nacken ihr!
Ein Mädchen sieht das unerschrocken,
Allein bedenk, bedenke, wir!

Zwar muß vom Reiz ein Dichter leben,
Er heischt zurück was du versteckt,
Ihm bleibt der Pfeil ins Herz gegeben
Des Schönen, das ihn ewig neckt;

Nur höre auf, der Welt zu zeigen
Den Schatz, den sie uns schon mißgönnt!
Wer gern ein Kleinod hat zu eigen,
Es ist genug, daß er es kennt.",
M_rike_0147,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Auf den Tod eines Vogels,München,1967,1967.0,1845,1845,1845.0,10,1,64,10.5721,6.5964,3.9756,11.1634,-3.5818,0.1719,-0.0228,0.9062,,,3.0,4.0,death,4.0,elegiac,present,interior,4.0,"O Vogel, ist es aus mit dir?
Krank übergab ich dich Barmherzgen-Schwester-Händen,
Ob sie vielleicht noch dein Verhängnis wenden;
So war denn keine Hilfe hier?
Zwei Augen, schwarz als wie die deinen,
Sah ich mit deinem Blick sich einen,
Und gleich erlosch sein schönes Licht.
Hast du von ihnen Leids erfahren?
Wohlan, wenn sie dir tödlich waren,
So war dein Tod so bitter nicht!",
M_rike_0148,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Margareta,München,1967,1967.0,1845,1845,1845.0,18,3,122,10.1366,6.8502,3.2864,6.0794,-0.4062,0.3361,0.2363,0.8852,,,3.0,4.0,self,4.0,elegiac,timeless,abstract,3.0,"Ach, muß der Gram mit dunkelm Kranz
Noch erst unschuldge Schläfe schmücken?
So hoher Sinn in ungetrübtem Glanz,
Er würde minder uns entzücken?
Ich weiß es nicht, nur dies weiß ich allein:
So gleichst du dir, und also sind wir dein.

Könnt ich, o Seele, wie du bist,
Dich in den reinsten Spiegel fassen,
Was an dir einzig eigen ist,
Als Fremdes dir begegnen lassen!
Ja, fiele nur aus diesem Aug ein Blick,
Wie er uns traf, ins eigne Herz zurück:

Von selgen Schauern angeweht,
Scheu nahtest du dem namenlosen Bilde,
Wie einem Rätsel, das um Lösung fleht,
Daß eins im andern sich auf ewig stillte;
Doch ach, kaum hast du halb dich selbst erkannt,
Verkennst du dich, und hast dich abgewandt!",
M_rike_0149,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Ach nur einmal noch im Leben!,München,1967,1967.0,1845,1845,1845.0,55,2,409,12.3841,6.8555,5.5286,8.4899,1.2963,0.9976,0.1192,0.7873,,True,4.0,4.0,time,4.0,elegiac,past,rural,4.0,"Im Fenster jenes alt verblichnen Gartensaals
Die Harfe, die, vom leisen Windhauch angeregt,
Lang ausgezogne Töne traurig wechseln läßt
In ungepflegter Spätherbst-Blumen-Einsamkeit,
Ist schön zu hören einen langen Nachmittag.
Nicht völlig unwert ihrer holden Nachbarschaft
Stöhnt auf dem grauen Zwingerturm die Fahne dort,
Wenn stürmischer oft die Wolken ziehen überhin.

In meinem Garten aber (hieß' er nur noch mein!)
Ging so ein Hinterpförtchen frei ins Feld hinaus,
Abseits vom Dorf. Wie manches liebe Mal stieß ich
Den Riegel auf an der geschwärzten Gattertür
Und bog das überhängende Gesträuch zurück,
Indem sie sich auf rostgen Angeln schwer gedreht! –
Die Tür nun, musikalisch mannigfach begabt,
Für ihre Jahre noch ein ganz annehmlicher
Sopran (wenn sie nicht eben wetterlaunisch war),
Verriet mir eines Tages – plötzlich, wie es schien,
Erweckt aus einer lieblichen Erinnerung –
Ein schöneres Empfinden, höhere Fähigkeit.
Ich öffne sie gewohnter Weise, da beginnt
Sie zärtlich eine Arie, die mein Ohr sogleich
Bekannt ansprach. Wie? rief ich staunend: träum ich denn?
War das nicht »Ach nur einmal noch im Leben« ganz?
Aus Titus, wenn mir recht ist? – Alsbald ließ ich sie
Die Stelle wiederholen; und ich irrte nicht!
Denn langsamer, bestimmter, seelenvoller nun
Da capo sang die Alte: »Ach nur einmal noch!«
Die fünf, sechs ersten Noten nämlich, weiter kaum,
Hingegen war auch dieser Anfang tadellos.
– Und was, frug ich nach einer kurzen Stille sie,
Was denn noch einmal? Sprich, woher, Elegische,
Hast du das Lied? Ging etwa denn zu deiner Zeit
(Die neunziger Jahre meint ich) hier ein schönes Kind,
Des Pfarrers Enkeltochter, sittsam aus und ein,
Und hörtest du sie durch das offne Fenster oft
Am grünlackierten, goldbeblümten Pantalon
Hellstimmig singen? Des gestrengen Mütterchens
Gedenkst du auch, der Hausfrau, die so reinlich stets
Den Garten hielt, gleich wie sie selber war, wann sie
Nach schwülem Tag am Abend ihren Kohl begoß,
Derweil der Pfarrherr ein paar Freunden aus der Stadt,
Die eben weggegangen, das Geleite gab;
Er hatte sie bewirtet in der Laube dort,
Ein lieber Mann, redseliger Weitschweifigkeit.
Vorbei ist nun das alles und kehrt nimmer so!
Wir Jüngern heutzutage treiben's ungefähr
Zwar gleichermaßen, wackre Leute ebenfalls;
Doch besser dünkt ja allen was vergangen ist.
Es kommt die Zeit, da werden wir auch ferne weg–
Gezogen sein, den Garten lassend und das Haus.
Dann wünschest du nächst jenen Alten uns zurück,
Und schmückt vielleicht ein treues Herz vom Dorf einmal,
Mein denkend und der Meinen, im Vorübergehn
Dein morsches Holz mit hellem Ackerblumenkranz.",
M_rike_0150,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Göttliche Reminiszenz,München,1967,1967.0,1845,1845,1845.0,29,2,207,11.9496,6.8885,5.0611,7.4747,0.6926,0.1304,0.2194,0.8502,,True,6.0,3.0,religion,5.0,meditative,timeless,rural,4.0,"Vorlängst sah ich ein wundersames Bild gemalt,
Im Kloster der Kartäuser, das ich oft besucht.
Heut, da ich im Gebirge droben einsam ging,
Umstarrt von wild zerstreuter Felsentrümmersaat,
Trat es mit frischen Farben vor die Seele mir.

An jäher Steinkluft, deren dünn begraster Saum,
Von zweien Palmen überschattet, magre Kost
Den Ziegen beut, den steilauf weidenden am Hang,
Sieht man den Knaben Jesus sitzend auf Gestein;
Ein weißes Vlies als Polster ist ihm unterlegt.
Nicht allzu kindlich deuchte mir das schöne Kind;
Der heiße Sommer, sicherlich sein fünfter schon,
Hat seine Glieder, welche bis zum Knie herab
Das gelbe Röckchen decket mit dem Purpursaum,
Hat die gesunden, zarten Wangen sanft gebräunt;
Aus schwarzen Augen leuchtet stille Feuerkraft,
Den Mund jedoch umfremdet unnennbarer Reiz.
Ein alter Hirte, freundlich zu dem Kind gebeugt,
Gab ihm soeben ein versteinert Meergewächs,
Seltsam gestaltet, in die Hand zum Zeitvertreib.
Der Knabe hat das Wunderding beschaut, und jetzt,
Gleichsam betroffen, spannet sich der weite Blick,
Entgegen dir, doch wirklich ohne Gegenstand,
Durchdringend ewge Zeitenfernen, grenzenlos:
Als wittre durch die überwölkte Stirn ein Blitz
Der Gottheit, ein Erinnern, das im gleichen Nu
Erloschen sein wird; und das welterschaffende,
Das Wort von Anfang, als ein spielend Erdenkind
Mit Lächeln zeigt's unwissend dir sein eigen Werk.",
M_rike_0151,Mörike,Biedermeier,Gedichte (Ausgabe 1867),An Longus,München,1967,1967.0,1841,1841,1841.0,106,7,801,9.754,4.4884,5.2656,11.3299,-8.4659,0.4007,0.3102,0.6979,,,2.0,4.0,self,4.0,ironic,present,urban,5.0,"Von Widerwarten eine Sorte kennen wir
Genau und haben ärgerlich sie oft belacht,
Ja einen eignen Namen ihr erschufest du,
Und heute noch beneid ich dir den kühnen Fund.

Zur Kurzweil gestern in der alten Handelsstadt,
Die mich herbergend einen Tag langweilete,
Ging ich vor Tisch, der Schiffe Ankunft mit zu sehn,
Nach dem Kanal, wo im Getümmel und Geschrei
Von tausendhändig aufgeregter Packmannschaft,
Faßwälzender, um Kist und Ballen fluchender,
Der tätige Faktor sich zeigt und, Gaffens halb,
Der Straßenjunge, beide Händ im Latze, steht.
Doch auf dem reinen Quaderdamme ab und zu
Spaziert' ein Pärchen; dieses faßt' ich mir ins Aug.
Im grünen, goldbeknöpften Frack ein junger Herr
Mit einer hübschen Dame, modisch aufgepfauscht.
Schnurrbartsbewußtsein trug und hob den ganzen Mann
Und glattgespannter Hosen Sicherheitsgefühl,
Kurz, von dem Hütchen bis hinab zum kleinen Sporn
Belebet' ihn vollendete Persönlichkeit.
Sie aber lachte pünktlich jedem dürftgen Scherz.
Der treue Pudel, an des Herren Knie gelockt,
Wird, ihr zum Spaße, schmerzlich in das Ohr gekneipt,
Bis er im hohen Fistelton gehorsam heult,
Zu Nachahmung ich weiß nicht welcher Sängerin.

Nun, dieser Liebenswerte, dächt ich, ist doch schon
Beinahe was mein Longus einen Sehrmann nennt;
Und auch die Dame war in hohem Grade sehr.
Doch nicht die affektierte Fratze, nicht allein
Den Gecken zeichnet dieses einzge Wort, vielmehr,
Was sich mit Selbstgefälligkeit Bedeutung gibt,
Amtliches Air, vornehm ablehnende Manier,
Dies und noch manches andere begreifet es.

Der Prinzipal vom Comptoir und der Kanzellei
Empfängt den Assistenten oder Kommis – denkt,
Er kam nach elfe gestern nacht zu Hause erst –
Den andern Tag mit einem langen Sehrgesicht.
Die Kammerzofe, die kokette Kellnerin,
Nachdem sie erst den Schäker kühn gemacht, tut bös,
Da er nun vom geraubten Kusse weitergeht:
»Ich muß recht, recht sehr bitten!« sagt sie wiederholt
Mit seriösem Nachdruck zum Verlegenen.

Die Tugend selber zeiget sich in Sehrheit gern.
O hättest du den jungen Geistlichen gesehn,
Dem ich nur neulich an der Kirchtür hospitiert!
Wie Milch und Blut ein Männchen, durchaus musterhaft;
Er wußt es auch; im wohlgezognen Backenbart,
Im blonden, war kein Härchen, wett ich, ungezählt.
Die Predigt roch mir seltsamlich nach Leier und Schwert,
Er kam nicht weg vom schönen Tod fürs Vaterland;
Ein paarmal gar riskiert' er liberal zu sein,
Höchst liberal – nun, halsgefährlich macht' er's nicht,
Doch wurden ihm die Ohren sichtlich warm dabei.
Zuletzt, herabgestiegen von der Kanzel, rauscht
Er strahlend, Kopf und Schultern wiegend, rasch vorbei
Dem duftgen Reihen tief bewegter Jungfräulein.
Und richtig macht er ihnen ein Sehrkompliment.

Besonders ist die Großmut ungemein sehrhaft.
Denn der Student, von edlem Burschentum erglüht,
Der hochgesinnte Leutnant, schreibet seinem Feind
(Ach eine Träne Juliens vermochte das!)
Nach schon erklärtem Ehrenkampfe, schnell versöhnt,
Lakonisch schön ein Sehrbillett – es rührt ihn selbst.
So ein Herr X, so ein Herr Z, als Rezensent,
Ist großer Sehrmann, Sehr-Sehrmann, just wenn er dir
Den Lorbeer reicht, beinahe mehr noch als wenn er
Sein höhnisch Sic! und Sapienti sat! hintrumpft.

Hiernächst versteht sich allerdings, daß viele auch
Nur teilweis und gelegentlich Sehrleute sind.
So haben wir an manchem herzlich lieben Freund
Ein unzweideutig Äderchen der Art bemerkt,
Und freilich immer eine Faust im Sack gemacht.
Doch wenn es nun vollendet erst erscheint, es sei
Mann oder Weib, der Menschheit Afterbild – o wer,
Dem sich im Busen ein gesundes Herz bewegt,
Erträgt es wohl? wem krümmte sich im Innern nicht
Das Eingeweide? Gift und Operment ist mir's!
Denn wären sie nur lächerlich! sie sind zumeist
Verrucht, abscheulich, wenn du sie beim Licht besiehst.
Kein Mensch beleidigt wie der Sehrmann und verletzt
Empfindlicher; wär's auch nur durch die Art wie er
Dich im Gespräch am Rockknopf faßt. Du schnöde Brut!
Wo einer auftritt, jedes Edle ist sogleich
Gelähmt, vernichtet neben ihnen, nichts behält
Den eignen, unbedingten Wert. Geht dir einmal
Der Mund in seiner Gegenwart begeistert auf,
Um was es sei – der Mann besitzt ein bleiernes,
Grausames Schweigen; völlig bringt dich's auf den Hund.
– Was hieße gottlos, wenn es dies Geschlecht nicht ist?
Und nicht im Schlaf auch fiel es ihnen ein, daß sie
Mit Haut und Haar des Teufels sind. Ich scherze nicht.
Durch Buße kommt ein Arger wohl zum Himmelreich:
Doch kann der Sehrmann Buße tun? O nimmermehr!
Drum fürcht ich, wenn sein abgeschiedner Geist dereinst
Sich, frech genug, des Paradieses Pforte naht,
Der rosigen, wo, Wache haltend, hellgelockt
Ein Engel lehnet, hingesenkt ein träumend Ohr
Den ewgen Melodien, die im Innern sind:
Aufschaut der Wächter, misset ruhig die Gestalt
Von Kopf zu Fuß, die fragende, und schüttelt jetzt
Mit sanftem Ernst, mitleidig fast, das schöne Haupt,
Links deutend, ungern, mit der Hand, abwärts den Pfad.
Befremdet, ja beleidigt stellt mein Mann sich an,
Und zaudert noch; doch da er sieht, hier sei es Ernst,
Schwenkt er in höchster Sehrheit trotziglich, getrost
Sich ab und schwänzelt ungesäumt der Hölle zu.",
M_rike_0152,Mörike,Biedermeier,Gedichte (Ausgabe 1867),An den Vater meines Patchens,München,1967,1967.0,1845,1845,1845.0,20,1,157,10.4148,6.9429,3.4718,6.1957,-0.7993,0.3758,0.1059,0.8408,,,4.0,3.0,time,4.0,elegiac,past,domestic,4.0,"Der Knabe, der zehn Jahre später dir ein Freund
Und lange Zeit ein täglicher Genosse war,
Daheim noch lebt' er in des lieben Vaters Haus,
Mit blühenden Geschwistern selbst ein blühender:
Sieh, diesen Säbel zur Husarenuniform
Trug er durch Hof und Garten und Alleen der Stadt.
Das schöne Kleid (du sahst wohl noch ein Stück davon,
Scharlachen, fein, mit Silberschnörkelwerk besetzt),
Ist längst dahin samt alle seinem Zubehör,
Bis auf dies Eisen, dem getreu die Scheide blieb.
Wem laß ich nun die Waffe? Billig spart ich sie
Dem eignen Sohn; er bleibt nur gar zu lange aus!
Am Ende, fürcht ich ernstlich, kommt er nimmermehr;
Sah ich doch selbst die Mutter bis zur Stunde nicht!
Kurzum denn, Alter, deinem Erstgeborenen,
Dem deine Bruderliebe meinen Namen lieh,
Häng ich den Säbel, bis er ihn gebrauchen kann,
Am Nagel übers Bettchen, ihm zu Häupten, auf,
Unblutig Spielzeug, das von schöner Jugend weiß
Und deinem Knaben keine bösen Träume schafft.",
M_rike_0153,Mörike,Biedermeier,Gedichte (Ausgabe 1867),Waldplage,München,1967,1967.0,1841,1841,1841.0,64,2,488,14.0494,7.1825,6.8669,9.556,5.0424,0.9057,0.1611,0.7459,,,4.0,4.0,nature,5.0,ironic,present,rural,4.0,"Im Walde deucht mir alles miteinander schön,
Und nichts Mißliebiges darin, so vielerlei
Er hegen mag; es krieche zwischen Gras und Moos
Am Boden, oder jage reißend durchs Gebüsch,
Es singe oder kreische von den Gipfeln hoch,
Und hacke mit dem Schnabel in der Fichte Stamm,
Daß lieblich sie ertönet durch den ganzen Saal.
Ja machte je sich irgend etwas unbequem,
Verdrießt es nicht, zu suchen einen andern Sitz,
Der schöner bald, der allerschönste, dich bedünkt.
Ein einzig Übel aber hat der Wald für mich,
Ein grausames und unausweichliches beinah.
Sogleich beschreib ich dieses Scheusal, daß ihr's kennt;
Noch kennt ihr's kaum, und merkt es nicht, bis unversehns
Die Hand euch und, noch schrecklicher, die Wange schmerzt.
Geflügelt kommt es, säuselnd, fast unhörbarlich;
Auf Füßen, zweimal dreien, ist es hoch gestellt
(Deswegen ich in Versen es zu schmähen auch
Den klassischen Senarium mit Fug erwählt);
Und wie es anfliegt, augenblicklich lässet es
Den langen Rüssel senkrecht in die zarte Haut;
Erschrocken schlagt ihr schnell darnach, jedoch umsonst,
Denn, graziöser Wendung, schon entschwebet es.
Und alsobald, entzündet von dem raschen Gift,
Schwillt euch die Hand zum ungestalten Kissen auf,
Und juckt und spannt und brennet zum Verzweifeln euch
Viel Stunden, ja zuweilen noch den dritten Tag.
So unter meiner Lieblingsfichte saß ich jüngst–
Zur Lehne wie gedrechselt für den Rücken, steigt
Zwiestämmig, nah dem Boden, sie als Gabel auf –
Den Dichter lesend, den ich jahrelang vergaß:
An Fanny singt er, Cidli und den Zürcher See,
Die frühen Gräber und des Rheines goldnen Wein
(O sein Gestade brütet jenes Greuels auch
Ein größeres Geschlechte noch und schlimmres aus,
Ich kenn es wohl, doch höflicher dem Gaste war's). –
Nun aber hatte geigend schon ein kleiner Trupp
Mich ausgewittert, den geruhig Sitzenden;
Mir um die Schläfe tanzet er in Lüsternheit.
Ein Stich! der erste! er empört die Galle schon.
Zerstreuten Sinnes immer schiel ich übers Blatt.
Ein zweiter macht, ein dritter, mich zum Rasenden.
Das holde Zwillings-Nymphen-Paar des Fichtenbaums
Vernahm da Worte, die es nicht bei mir gesucht;
Zuletzt geboten sie mir flüsternd Mäßigung:
Wo nicht, so sollt ich meiden ihren Ruhbezirk.
Beschämt gehorcht ich, sinnend still auf Grausamtat.
Ich hielt geöffnet auf der flachen Hand das Buch,
Das schwebende Geziefer, wie sich eines naht,
Mit raschem Klapp zu töten. Ha! da kommt schon eins!
»Du fliehst! o bleibe, eile nicht, Gedankenfreund!«
(Dem hohen Mond rief jener Dichter zu dies Wort.)
Patsch! Hab ich dich, Kanaille, oder hab ich nicht?
Und hastig – denn schon hatte meine Mordbegier
Zum stillen Wahnsinn sich verirrt, zum kleinlichen –
Begierig blättr' ich: ja, da liegst du plattgedrückt,
Bevor du stachst, nun aber stichst du nimmermehr,
Du zierlich Langgebeinetes, Jungfräuliches!
– Also, nicht achtend eines schönen Buchs Verderb,
Trieb ich erheitert lange noch die schnöde Jagd,
Unglücklich oft, doch öfter glücklichen Erfolgs.

So mag es kommen, daß ein künftger Leser wohl
Einmal in Klopstocks Oden, nicht ohn einiges
Verwundern, auch etwelcher Schnaken sich erfreut.",
